Afvalstroomnummer,Verwerkersnummer Locatie van Bestemming (LvB),LvB KvK nummer,LvB Bedrijfsnaam,LvB Adres,LvB Postcode/Plaats,Handelsregisternummer Ontdoener,Naam Ontdoener,Land Ontdoener,LocatieHerkomst Straatnaam,LocatieHerkomst Huisnummer,LocatieHerkomst HuisnummerToevoeging,LocatieHerkomst Postcode,LocatieHerkomst Plaats,LocatieHerkomst Nabijheidsbeschrijving,LocatieHerkomst Land,Euralcode,Euralcode Omschrijving,Gebruikelijke Naam Afvalstof,VerwerkingsMethode Code,VerwerkingsMethode Omschrijving,Routeinzameling,Inzamelaarsregeling,Particuliere Ontdoener
087970000601,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27204833,Koornstra & Co. B.V.,Nederland,Poortcamp,17,,2678PT,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000603,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27238574,Van der Kraaij B.V.,Nederland,Lotsweg,12,,2635NB,DEN HOORN ZH,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000603,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27238574,Van der Kraaij B.V.,Nederland,Lotsweg,12,,2635NB,DEN HOORN ZH,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000604,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,41145754,STICHTING KRINGLOOPWINKEL DE RECYCLING,Nederland,Franklinstraat,6,,2691HB,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000604,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,41145754,STICHTING KRINGLOOPWINKEL DE RECYCLING,Nederland,Franklinstraat,6,,2691HB,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000606,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000606,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000608,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68457499,Van Leersum & Zn. B.V.,Nederland,Warmoezenierstraat,23,,2671ZP,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000608,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68457499,Van Leersum & Zn. B.V.,Nederland,Warmoezenierstraat,23,,2671ZP,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000610,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,92346464,Let's Drive Transport en Chauffeursdiensten,Nederland,Rontgendreef,67,,3146BM,MAASSLUIS,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000611,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,01610027,Onbekend,Nederland,Nieuw Oranjekanaal,89,,3151XL,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000616,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24303910,Mast Montage,Nederland,Dunantdreef,112,,3146VE,MAASSLUIS,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000618,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27256482,Loodgietersbedrijf E. van der Meer,Nederland,Emmastraat,98,,2681RS,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000618,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27256482,Loodgietersbedrijf E. van der Meer,Nederland,Emmastraat,98,,2681RS,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000622,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,28070135,Van Meurs Grond en Sloopwerken,Nederland,Hogedijk,9,,2445BD,AARLANDERVEEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000623,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27234293,MIDBOS B.V.,Nederland,Oranjepolderweg,24,,2676CL,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000623,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27234293,MIDBOS B.V.,Nederland,Oranjepolderweg,24,,2676CL,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000624,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,75286319,Midheul B.V.,Nederland,Hollewatering,22,,2295LW,KWINTSHEUL,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000625,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27367598,Stichting Mil Maasdijk 'Kweken met Zorg',Nederland,Lange Kruisweg,4,,2676BL,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000628,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,91037077,Moestuin Westland,Nederland,Naaldwijkseweg,253,B,2691PV,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000629,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24256932,M.T.S. Euro Products B.V.,Nederland,Hooge Zeedijk,10,afd B,3143LT,MAASSLUIS,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000629,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24256932,M.T.S. Euro Products B.V.,Nederland,Hooge Zeedijk,10,afd B,3143LT,MAASSLUIS,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000630,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000630,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000631,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73646377,MvS-Sloopbedrijf,Nederland,Willem Rosestraat,22,,5622GH,EINDHOVEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000631,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73646377,MvS-Sloopbedrijf,Nederland,Willem Rosestraat,22,,5622GH,EINDHOVEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000634,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,59566930,Next Level Solar,Nederland,Zekkenweg,52,B,3151ZC,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000635,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27242432,J.M. van Nierop Trading B.V.,Nederland,Vlotlaan,18,,2681RX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000636,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27146815,J.M. van Nierop Transport B.V.,Nederland,Vlotlaan,18,,2681RX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000636,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27146815,J.M. van Nierop Transport B.V.,Nederland,Vlotlaan,18,,2681RX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000638,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,60343974,Nikozijn B.V.,Nederland,Energieweg,27,,3133EC,VLAARDINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000638,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,60343974,Nikozijn B.V.,Nederland,Energieweg,27,,3133EC,VLAARDINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000639,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,72817186,nivo bouw B.V.,Nederland,Buijs Ballotstraat,14,,2693BE,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000639,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,72817186,nivo bouw B.V.,Nederland,Buijs Ballotstraat,14,,2693BE,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000640,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27272865,Firma Gebroeders Noordam,Nederland,Bonnenlaan,5,,2691NL,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000640,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27272865,Firma Gebroeders Noordam,Nederland,Bonnenlaan,5,,2691NL,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000641,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27296425,Oryx Stainless B.V.,Nederland,'s-Gravendeelsedijk,175,,3316AS,DORDRECHT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000641,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27296425,Oryx Stainless B.V.,Nederland,'s-Gravendeelsedijk,175,,3316AS,DORDRECHT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000642,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27226187,Loodgietersbedrijf Ben Overgaag B.V.,Nederland,Bovendijk,35,x,2295RV,KWINTSHEUL,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000642,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27226187,Loodgietersbedrijf Ben Overgaag B.V.,Nederland,Bovendijk,35,x,2295RV,KWINTSHEUL,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000643,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62607669,OXXX B.V.,Nederland,Zekkenweg,63,,3151ZC,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000643,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62607669,OXXX B.V.,Nederland,Zekkenweg,63,,3151ZC,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000644,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,56755317,Van Pelt Recycling B.V.,Nederland,Klompenmakerstraat,10,,2984BB,RIDDERKERK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000644,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,56755317,Van Pelt Recycling B.V.,Nederland,Klompenmakerstraat,10,,2984BB,RIDDERKERK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000645,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,89654714,Van Pelt Demontage B.V.,Nederland,Klompenmakerstraat,10,,2984BB,RIDDERKERK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000649,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,33152545,Praxis Doe-het-Zelf Center B.V.,Nederland,Avondsterweg,2,,8938AK,LEEUWARDEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000650,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27220505,Prins Mechanisatie B.V.,Nederland,Tuindersweg,37,,2676BD,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000650,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27220505,Prins Mechanisatie B.V.,Nederland,Tuindersweg,37,,2676BD,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000651,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68338805,Pulles Grond & Sloopwerken B.V.,Nederland,Industriestraat,5,B,5251KH,VLIJMEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000651,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68338805,Pulles Grond & Sloopwerken B.V.,Nederland,Industriestraat,5,B,5251KH,VLIJMEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000652,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27192971,Rainbow Kleinpak B.V.,Nederland,Poortcamp,9,,2678PT,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000652,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27192971,Rainbow Kleinpak B.V.,Nederland,Poortcamp,9,,2678PT,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000655,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,05016084,H. Regelink Schroothandel B.V.,Nederland,Haatlandhaven,4,,8263AS,KAMPEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000656,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27304608,M. van Reijn Bouw technisch installatiebureau,Nederland,Willem III straat,1,,2291TL,WATERINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000656,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27304608,M. van Reijn Bouw technisch installatiebureau,Nederland,Willem III straat,1,,2291TL,WATERINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000657,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,90680200,Re-Light Services B.V.,Nederland,Honderdland,318,,2676LV,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000657,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,90680200,Re-Light Services B.V.,Nederland,Honderdland,318,,2676LV,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000659,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27191117,Rijk Zwaan Production B.V.,Nederland,Burgemeester Crezeelaan,40,,2678KX,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000659,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27191117,Rijk Zwaan Production B.V.,Nederland,Burgemeester Crezeelaan,40,,2678KX,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000661,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27273138,Wilko Bil B.V.,Nederland,Leyweg,1150,,2545HH,'S-GRAVENHAGE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000661,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27273138,Wilko Bil B.V.,Nederland,Leyweg,1150,,2545HH,'S-GRAVENHAGE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000664,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27193383,Handels- en Transportbedrijf RVB 's-Gravenzande B.V.,Nederland,Zeilmakerstraat,6,,2694BS,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000664,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27193383,Handels- en Transportbedrijf RVB 's-Gravenzande B.V.,Nederland,Zeilmakerstraat,6,,2694BS,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000665,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27230938,Lucron West Nederland B.V.,Nederland,De Dommel,26,,2673BH,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000666,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,69339155,Schaick Installatietechniek V.O.F.,Nederland,Vlotlaan,514,,2681TX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000667,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24145138,Leo Schalkoort B.V.,Nederland,Jupiter,199,,2675LV,HONSELERSDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000667,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24145138,Leo Schalkoort B.V.,Nederland,Jupiter,199,,2675LV,HONSELERSDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000668,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24164590,Autobedrijf Schalkoort B.V.,Nederland,Zekkenweg,80,,3151ZC,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000668,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24164590,Autobedrijf Schalkoort B.V.,Nederland,Zekkenweg,80,,3151ZC,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000669,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,57964181,Garage fam. Schellenboom V.O.F.,Nederland,Prins Hendrikweg,50,,3151AE,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000669,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,57964181,Garage fam. Schellenboom V.O.F.,Nederland,Prins Hendrikweg,50,,3151AE,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000670,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000670,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000673,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,51201542,Semtrade B.V.,Nederland,Transportweg,21,a,2676LM,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000674,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,58928049,Sevink Sloopwerken,Nederland,Wit-geellaan,15,,2718AB,ZOETERMEER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000674,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,58928049,Sevink Sloopwerken,Nederland,Wit-geellaan,15,,2718AB,ZOETERMEER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000675,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,77736362,Sonneveld Montage B.V.,Nederland,5e Industriestraat,10,,3133EL,VLAARDINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000675,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,77736362,Sonneveld Montage B.V.,Nederland,5e Industriestraat,10,,3133EL,VLAARDINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000677,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000679,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27226399,Stolk Potplanten B.V.,Nederland,Gravin van Bylandtlaan,6,,2691ND,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000680,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,60777664,M.Stolze handel en transport,Nederland,Meerkoet,42,,2693AB,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000681,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27229244,Storm 's-Gravenzande Holding B.V.,Nederland,Buijs Ballotstraat,17,B,2693BD,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000684,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27241843,SV.CO B.V.,Nederland,Burgerdijkseweg,5,,2678LP,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000684,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27241843,SV.CO B.V.,Nederland,Burgerdijkseweg,5,,2678LP,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000686,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27229078,Technodeur B.V.,Nederland,Dijkweg,71,,2671CW,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000686,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27229078,Technodeur B.V.,Nederland,Dijkweg,71,,2671CW,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000687,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,57878749,Joha Techniek B.V.,Nederland,Stationsweg,65,,2675AM,HONSELERSDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000690,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27243976,Tri Infra B.V.,Nederland,Vlotlaan,810,,2681TX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000690,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27243976,Tri Infra B.V.,Nederland,Vlotlaan,810,,2681TX,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000691,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27180524,Twins Investments B.V.,Nederland,Koningin Julianaweg,146,,2691GH,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000691,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27180524,Twins Investments B.V.,Nederland,Koningin Julianaweg,146,,2691GH,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000692,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,83272771,Unique Boat Design B.V.,Nederland,Franklinstraat,2,C,2691HB,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000692,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,83272771,Unique Boat Design B.V.,Nederland,Franklinstraat,2,C,2691HB,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000695,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73370487,Valk Solar B.V.,Nederland,Leehove,29,,2678MA,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000696,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27237606,"Venéco Automatisering, Telecommunicatie & Beveiliging B.V.",Nederland,Naaldwijkseweg,100,,2291PA,WATERINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000696,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27237606,"Venéco Automatisering, Telecommunicatie & Beveiliging B.V.",Nederland,Naaldwijkseweg,100,,2291PA,WATERINGEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
